ID,Yield
ID_055AL1ZL5ZQ3,99.05
ID_1D24WF1F56XL,194.05
ID_C8563RHWH4R1,371.5696031746031
ID_FWYXQF7RP0NA,605.42
ID_RUQF0NVO7GUP,99.1
ID_U51NJXF1ANRX,286.0
ID_52E5N2X6YPZC,402.0
ID_5605KFWD5KLI,548.7
ID_RP1T12JOZ0W5,366.78
ID_1NJF183VW7MV,41.8
ID_YBW0BLUZSB09,496.79
ID_EMWY1EBQA2OW,4.0
ID_PRZUQ2CC6YQL,745.95
ID_DR9MHVZLS2J3,299.4
ID_F9Z4KJ1ATXQX,483.0
ID_1IEQS1MMJVNU,1351.45
ID_Y5OJFJ4ELKBO,5257.85
ID_OYZLWHPXC232,57.82
ID_RIJPB9ZK7QMJ,339.05
ID_5YLAHA1RPCLZ,526.71
ID_7YD43YGQEHAG,185.2
ID_Z2128MPPJH3I,327.3
ID_6E9C80EV7UVB,541.61
ID_V292OF4LJFY6,470.66
ID_GZWEN5J0753A,142.59
ID_DZJI74TH27S2,562.08
ID_VB20G3017OT3,1629.9
ID_PFR5TR9NSJ44,547.84
ID_CGEMGXF9GKAN,797.32
ID_UQN5YELSPFW4,583.6
ID_9KQ04PBVJQ2Z,502.15
ID_4XS5DB6R0W1W,2782.8
ID_0LIP6T5ZSM47,709.53
ID_EKT3T87PW61E,401.37
ID_8APYWALBVJJG,1342.75
ID_IZNAGRDXI416,562.9
ID_O8JW768V2WBT,784.24
ID_QB1EGGOG4PKU,382.75
ID_QL474TRJZ4KT,271.0
ID_JS00JMA9OC55,153.11
ID_KX93WT2WM8KI,386.67
ID_88T4KAWBOXD2,904.2
ID_AYEXJ449FHYB,237.38
ID_WAMWUG0WHB97,1137.0
ID_MNSBZZRLVYAB,512.2
ID_NIO4I0V8DWYJ,93.94
ID_NIZWE5DL0ZEP,770.01
ID_9NCKQGLK3SD9,466.99
ID_5OSGLVZW9D29,814.12
ID_6XPJZR8ZCIC2,320.67
ID_IY0SP642OW24,696.21
ID_RIYH64Y97QRK,481.08
ID_XSP6B48LKWT8,400.5
ID_W753O33BW3BB,409.62
ID_RWJ0XTITY982,2016.5
ID_EUEIBIX6TBO2,399.54
ID_WH5AACW8DNG9,238.82899999999998
ID_NKCHBHQGHFQJ,408.88
ID_55LF7DAPVUM9,376.23
ID_QCVF1IC80H55,265.16
ID_TTYI3X4FHRSK,580.33
ID_FAVZ1A7JE66Y,196.8
ID_K3QDY7VQTJ4Z,409.9
ID_SXVSUXY5UZAB,76.46
ID_5K5QDTT6M6RR,211.4
ID_LVWYORSZVO3S,237.28
ID_6ECLIA2352NF,157.9
ID_W9B36B5RXLXB,1415.05
ID_FBND5TKBJU4V,271.71
ID_IEG1EPIW3QJE,308.39
ID_XBAKEC3FGVOI,324.6
ID_YX1YSBJPV00F,228.53
ID_CNJ0199EZ0Z5,239.105
ID_9HZRXVLF8O7Q,410.08
ID_N8DOGSGMLEEF,389.5
ID_QTT6DFO6C20M,133.11
ID_84TIYB63GU2Q,143.1
ID_I13964DD6KTD,372.53333333333336
ID_31NJ27Y0VJFL,238.52
ID_SFCM114U57TL,200.75
ID_JO7PGDO0GSL6,615.08
ID_GL342CDVL9P5,415.4
ID_89HGYIT9L72K,512.11
ID_GMN55BKSKYR7,1218.2
ID_IPCZ9G8W2MEV,820.9
ID_YTTWCTKL25FS,805.5
ID_RXK77X7AJU1K,505.23
ID_7DF2UHVO2YDW,512.15
ID_S8ILQIMNR33S,899.63
ID_9CZKHNKM1I86,475.54
ID_QV0YP4S4M4EW,371.73
ID_6NW6LZZP4YSO,862.75
ID_11VV8EJUCW0H,3023.3
ID_12B9ODTQEDJP,400.0
ID_O9F0DSRI883S,376.98
ID_UGZM1YTX1O1E,449.5
ID_K9QDUU90W0VF,551.09
ID_NSYRKSMPHBU1,863.95
ID_VTPNQBR81BM9,352.19
ID_39OMID9QCOG0,184.5
ID_1PEZ9AQEX5YZ,2757.5
ID_KMV01O5FI1RE,197.3
ID_D8YY9UAL3DUU,1130.1
ID_MK1LEGI0K09C,594.65
ID_SIGZ0JBXQGOV,256.4
ID_TVKRFN7WM03R,214.05
ID_0BEO9O1TBGD7,505.19
ID_0LAUIA0BNIC1,328.05
ID_J3ASN4NEHJWU,469.55
ID_E0C4Y5E20718,846.25
ID_42C9CZBA94GA,238.86
ID_YR8ZM2POXIMW,121.05
ID_CI5T4HTPFSD5,2402.1
ID_A43CG1H8ISRO,306.85
ID_3CEHUW3S0G0K,851.01
ID_TXB3AVJR817F,372.68
ID_EARHOHWMJBZN,829.54
ID_3VLU0ZG4HZCJ,356.7
ID_BXY0XWQ3PB64,966.15
ID_QRR9XFG9T842,621.79
ID_EUX6TSC8JHCM,401.22
ID_QFOI09YR3VXI,435.45
ID_YV25FQOXZ8MV,9.44
ID_7FQESEUZAD3Z,318.54
ID_CNWL7DTP3YX4,434.2
ID_T55BT4VODB0E,140.32666666666665
ID_RV1AQV8A2YO5,995.6
ID_4LD71OA2HWJA,418.32
ID_MURY55Z0UGAN,333.3
ID_N2FMG5146H3F,227.43
ID_UTINEMLC3YZ8,391.62
ID_2YV5CPEX8PQX,927.55
ID_G04CAJF9PJPJ,437.48
ID_VQQC20SF8PFA,315.15
ID_XLERVZJLB89L,385.73
ID_55VQDPWDVUJN,1228.4
ID_ZQ8CAFATMFQ4,227.75
ID_G0F3TN5NG6BH,227.6
ID_PF85WDFZ5SIC,301.0
ID_LPA096T2PA37,335.9
ID_TOJV71OD5IJA,499.8
ID_OC71Q8G1PU9X,601.17
ID_ALXWTRGLKYET,437.91
ID_L25QRS7Z1I48,588.13
ID_ZJX6UR06AOQN,163.54
ID_J18Z7G8MKNNW,948.29
ID_A1FRWN0WLOW3,654.93
ID_1WMN80LOMPYX,672.25
ID_PN8SLC70UAFU,364.03
ID_Y0VLNN9FFCDB,1199.9
ID_KSNG2EHQWVN2,2023.6
ID_6W3UCOWAIKFY,249.45
ID_SAMIPB6FVS35,559.91
ID_5XWLZR0M55MG,687.25
ID_XS38KEFXELD5,442.46
ID_59TDKRUHGJTU,440.17
ID_LA52IZ1MKC63,122.91
ID_HUS8E1K54UTE,676.71
ID_I13GK4NJXW16,1208.78
ID_VNANLNWRQBB6,364.33
ID_S9RY48JU1EY7,601.0
ID_4STCBR16P9VP,1016.4
ID_8975M70FEDGV,1270.41
ID_DUBR80BZKU6Y,325.98
ID_MAEEJ3FRNXBQ,313.5
ID_H4AAIXVXUTIW,1563.65
ID_9O8JMRL331Z1,219.07
ID_NGSCERQ2QDX4,348.8
ID_6LCF9GFNTUHP,408.3111111111111
ID_P1FUZAFI9H4Z,730.81
ID_98FVLR8JYSIK,856.75
ID_21Q3Q5YNLZZX,651.83
ID_PBBKRFRQIL4M,318.06
ID_XUQ4DJPJN922,405.7
ID_XN9SQO2E71Y5,341.31
ID_16EL4RBE07V4,480.0
ID_J9A3XKAY092U,436.72
ID_SI3U6TVMFSLR,2394.96
ID_MZPNEAO40UOF,617.01
ID_JMOP4XUA0I7Z,400.94
ID_3K7O1OS7SC87,1498.0
ID_1FKKC1Y469H8,480.0
ID_KLWMKKI8XBMZ,424.6
ID_INV1UN5XSNO4,400.83
ID_FCP0ZRWKWL2B,394.78
ID_L7DSNSBA5RQQ,237.26
ID_SECEK6SG1NI8,2210.85
ID_ZZH6SDGIBPVQ,786.7
ID_NKCBC5AYF2O5,1006.8
ID_HCUH5OSOLYNC,474.15
ID_P2YVKXAWU6J2,712.99
ID_H5DAKY1IT85H,1129.06
ID_FN2NLEWDMB6D,329.16
ID_FQRTZI314E4V,5266.8
ID_605VN4QHNIDI,411.32
ID_J9MMOAJFJ2J9,432.85
ID_2N51RJM7IWTE,468.4
ID_G7LKS3J2NRV9,619.74
ID_B75HPYZV9PLR,849.7
ID_IJFSC215A8T5,238.82
ID_XUJ8JAS1QTG5,104.1
ID_OC29SB0GECK9,387.05
ID_0ZW1XY8NZ5AA,88.24
ID_XUYVTZH1U6V5,561.44
ID_TUQ7O8VZEO8Q,1205.56
ID_XL5X7DAJMM1B,400.81
ID_6GOHOWR9UQEB,558.98
ID_OSG7JPS4CTQ6,601.36
ID_TYWY3ZJA2J5I,1993.43
ID_E8R8OU0PL6KU,808.6
ID_NVSZ1QLGBUT6,325.89
ID_B6DWB2FSMPKC,368.15
ID_P0UJZBSPVHUE,1359.0
ID_O9LKW41W3CE6,252.95333333333335
ID_APVY0ZAA2T96,305.65
ID_DXH0G1YZBCCY,703.52
ID_50FMQ8VLWTYD,1103.67
ID_MPXG6OFK28RA,1153.25
ID_KO5Q9YHKSLDL,786.5
ID_5RN40WEWP1EL,672.22
ID_C22JIXZIZSL4,323.76
ID_9DQB1KQZBTV8,283.3
ID_CQHWUNCL5PCX,475.67
ID_J5OEXVDCNB0P,776.5
ID_RDH6HLOB2U92,317.86
ID_8TPHQ60JF6EX,448.0
ID_1PB93FWUQFQB,324.55
ID_3N976J1OGQLO,640.13
ID_7KUFT15M92QJ,475.26
ID_PCCPOOUSGB06,149.9
ID_3FRDNPVY5FNP,1240.58
ID_BK9ZR4TDE7NZ,579.36
ID_OUWYLUIH2R51,546.05
ID_L5ZLQMRH6KKF,591.6
ID_Q4UW4DG55OJW,598.2
ID_OYF1ASPZJQNP,773.42
ID_GZUUS62OBWF1,1269.35
ID_KKZDBKDWVPID,352.4
ID_YCYMKBL2CA1K,356.3048651348651
ID_KHTP23X20T5I,394.5
ID_PVCGOZWIYCRW,1810.3
ID_32NAED58MFBN,788.86
ID_N20MRZDYH6K2,854.56
ID_DBTQY3BIX7K1,326.85
ID_VXHEQJCSAEGO,377.79617826617834
ID_1UBFDMDD35E0,462.75
ID_UTQLHUO15C6P,1268.2
ID_KUQSQP4UEPNX,2678.5
ID_NG1BV8SLDLT6,261.88
ID_3WE5BFF4QQ07,465.2
ID_OJCKZSAW11FT,878.4
ID_01FMRJ8CZ1B9,306.58
ID_UFCY75JEV9LT,337.33197191697195
ID_2EZWQR6H2KMD,833.9
ID_VDBLFDMIL8NG,813.55
ID_AT56XBOIGQNE,1103.0
ID_AXZDBVR3IUR6,307.19
ID_2TXCT78Y3PKC,306.56
ID_VR4Q2KY91Y7I,439.74
ID_EQO0B00UOJ18,375.1
ID_80IN0NOG3IGG,311.01
ID_52G244TD18XX,531.14
ID_VU2RGX6FV7SG,520.27
ID_L5TFK1K76NVV,313.41
ID_9CP641SBWCAY,100.4
ID_GCL2HBCVD3GT,535.28
ID_9TSTSM29ITZV,1445.35
ID_L9B0F5XY5C0Q,827.35
ID_CB1C6HBQXD06,458.47
ID_HKJ98YOILTWN,1603.5
ID_5TPFAMIJT35T,807.45
ID_17C2BIFXGXAB,430.14
ID_ZY0FDD05Q344,202.1
ID_XXKL2UKB6T7P,1227.4
ID_RMQ5T81PW81J,533.53
ID_I1KFYFIUMBBQ,487.53
ID_1C1WGJ4TLP0X,245.49
ID_E5OL8AHYNIRQ,452.58
ID_XKJ6NPCU23KQ,405.7
ID_H2LK19RTKLBN,349.6
ID_8SXD7K2XR4Y2,340.68
ID_R6PS7QO3TIP3,745.33
ID_7Z26WTZTG1EE,241.5
ID_NVW1KES21JE6,639.39
