Time,BS,Energy
1/4/2023 19:00,B_0,77.57847534
1/4/2023 20:00,B_0,78.92376682
1/4/2023 21:00,B_0,86.24813154
1/4/2023 22:00,B_0,85.50074738
1/4/2023 23:00,B_0,82.95964126
1/5/2023 0:00,B_0,69.65620329
1/5/2023 1:00,B_0,67.56352765
1/5/2023 3:00,B_0,53.21375187
1/5/2023 10:00,B_0,70.70254111
1/5/2023 12:00,B_0,70.70254111
1/5/2023 16:00,B_0,73.84155456
1/5/2023 17:00,B_0,83.70702541
1/5/2023 19:00,B_0,84.00597907
1/5/2023 20:00,B_0,80.71748879
1/5/2023 21:00,B_0,82.66068759
1/5/2023 23:00,B_0,75.18684604
1/6/2023 0:00,B_0,67.71300448
1/6/2023 3:00,B_0,55.60538117
1/6/2023 4:00,B_0,52.01793722
1/6/2023 5:00,B_0,53.66218236
1/6/2023 7:00,B_0,80.86696562
1/6/2023 9:00,B_0,75.78475336
1/6/2023 10:00,B_0,74.88789238
1/6/2023 11:00,B_0,69.05829596
1/6/2023 15:00,B_0,68.90881913
1/6/2023 16:00,B_0,72.19730942
1/6/2023 17:00,B_0,80.41853513
1/6/2023 18:00,B_0,88.9387145
1/6/2023 19:00,B_0,83.10911809
1/6/2023 20:00,B_0,72.19730942
1/7/2023 6:00,B_0,62.78026906
1/7/2023 9:00,B_0,74.73841555
1/7/2023 15:00,B_0,68.16143498
1/7/2023 17:00,B_0,79.37219731
1/7/2023 23:00,B_0,78.62481315
1/1/2023 1:00,B_1,18.08669656
1/1/2023 3:00,B_1,18.08669656
1/1/2023 4:00,B_1,16.14349776
1/1/2023 5:00,B_1,15.54559043
1/1/2023 6:00,B_1,15.99402093
1/1/2023 7:00,B_1,17.18983558
1/1/2023 8:00,B_1,16.29297459
1/1/2023 10:00,B_1,22.57100149
1/1/2023 11:00,B_1,18.98355755
1/1/2023 12:00,B_1,18.68460389
1/1/2023 13:00,B_1,18.23617339
1/1/2023 14:00,B_1,16.89088191
1/1/2023 15:00,B_1,17.7877429
1/1/2023 16:00,B_1,18.98355755
1/1/2023 17:00,B_1,18.53512706
1/1/2023 18:00,B_1,19.28251121
1/1/2023 19:00,B_1,18.53512706
1/1/2023 20:00,B_1,17.18983558
1/1/2023 21:00,B_1,17.7877429
1/1/2023 22:00,B_1,18.38565022
1/1/2023 23:00,B_1,18.53512706
1/2/2023 0:00,B_1,18.68460389
1/2/2023 1:00,B_1,17.04035874
1/2/2023 2:00,B_1,16.44245142
1/2/2023 3:00,B_1,15.69506726
1/2/2023 4:00,B_1,15.69506726
1/2/2023 5:00,B_1,15.8445441
1/2/2023 6:00,B_1,17.63826607
1/2/2023 7:00,B_1,18.98355755
1/2/2023 8:00,B_1,18.98355755
1/2/2023 9:00,B_1,18.38565022
1/2/2023 10:00,B_1,17.04035874
1/2/2023 11:00,B_1,17.18983558
1/2/2023 12:00,B_1,17.33931241
1/2/2023 14:00,B_1,17.33931241
1/2/2023 16:00,B_1,17.04035874
1/2/2023 17:00,B_1,17.33931241
1/2/2023 19:00,B_1,18.98355755
1/2/2023 20:00,B_1,18.23617339
1/2/2023 21:00,B_1,17.33931241
1/2/2023 22:00,B_1,17.7877429
1/2/2023 23:00,B_1,17.48878924
1/3/2023 0:00,B_1,17.48878924
1/3/2023 2:00,B_1,16.44245142
1/3/2023 3:00,B_1,16.14349776
1/3/2023 4:00,B_1,15.8445441
1/3/2023 6:00,B_1,15.69506726
1/3/2023 7:00,B_1,18.08669656
1/3/2023 8:00,B_1,19.88041854
1/3/2023 9:00,B_1,16.59192825
1/3/2023 10:00,B_1,17.33931241
1/3/2023 11:00,B_1,17.18983558
1/3/2023 12:00,B_1,17.04035874
1/3/2023 15:00,B_1,18.83408072
1/3/2023 16:00,B_1,18.83408072
1/3/2023 19:00,B_1,16.59192825
1/3/2023 20:00,B_1,18.98355755
1/3/2023 21:00,B_1,20.1793722
1/3/2023 22:00,B_1,18.68460389
1/4/2023 0:00,B_1,19.7309417
1/4/2023 2:00,B_1,18.68460389
1/4/2023 5:00,B_1,15.69506726
1/4/2023 6:00,B_1,15.54559043
1/4/2023 7:00,B_1,16.89088191
1/4/2023 10:00,B_1,17.18983558
1/4/2023 11:00,B_1,16.89088191
1/4/2023 13:00,B_1,17.7877429
1/4/2023 14:00,B_1,18.38565022
1/4/2023 15:00,B_1,19.7309417
1/4/2023 17:00,B_1,18.38565022
1/4/2023 18:00,B_1,17.48878924
1/4/2023 20:00,B_1,17.48878924
1/4/2023 21:00,B_1,19.58146487
1/4/2023 23:00,B_1,21.67414051
1/5/2023 0:00,B_1,21.37518685
1/5/2023 1:00,B_1,16.89088191
1/5/2023 2:00,B_1,16.59192825
1/5/2023 3:00,B_1,15.99402093
1/5/2023 6:00,B_1,16.89088191
1/5/2023 10:00,B_1,18.23617339
1/5/2023 12:00,B_1,18.23617339
1/5/2023 13:00,B_1,18.23617339
1/5/2023 16:00,B_1,17.7877429
1/5/2023 17:00,B_1,18.83408072
1/5/2023 21:00,B_1,19.88041854
1/6/2023 0:00,B_1,17.93721973
1/6/2023 4:00,B_1,15.24663677
1/6/2023 6:00,B_1,16.44245142
1/6/2023 7:00,B_1,17.93721973
1/6/2023 9:00,B_1,16.59192825
1/6/2023 10:00,B_1,16.29297459
1/6/2023 11:00,B_1,18.38565022
1/6/2023 15:00,B_1,18.53512706
1/6/2023 16:00,B_1,16.89088191
1/6/2023 18:00,B_1,17.18983558
1/6/2023 19:00,B_1,17.63826607
1/6/2023 20:00,B_1,17.63826607
1/6/2023 22:00,B_1,19.7309417
1/7/2023 6:00,B_1,16.14349776
1/7/2023 9:00,B_1,18.23617339
1/7/2023 10:00,B_1,17.48878924
1/7/2023 15:00,B_1,16.44245142
1/7/2023 17:00,B_1,16.74140508
1/7/2023 23:00,B_1,19.58146487
1/1/2023 1:00,B_2,52.61584454
1/1/2023 3:00,B_2,50.37369208
1/1/2023 4:00,B_2,50.67264574
1/1/2023 6:00,B_2,52.76532138
1/1/2023 7:00,B_2,58.59491779
1/1/2023 8:00,B_2,58.89387145
1/1/2023 10:00,B_2,55.90433483
1/1/2023 11:00,B_2,56.35276532
1/1/2023 12:00,B_2,55.00747384
1/1/2023 13:00,B_2,54.85799701
1/1/2023 14:00,B_2,55.3064275
1/1/2023 15:00,B_2,59.04334828
1/1/2023 16:00,B_2,57.99701046
1/1/2023 17:00,B_2,60.23916293
1/1/2023 18:00,B_2,61.28550075
1/1/2023 19:00,B_2,59.79073244
1/1/2023 20:00,B_2,60.23916293
1/1/2023 21:00,B_2,63.67713004
1/1/2023 22:00,B_2,63.37817638
1/1/2023 23:00,B_2,62.4813154
1/2/2023 0:00,B_2,56.20328849
1/2/2023 1:00,B_2,53.06427504
1/2/2023 2:00,B_2,52.31689088
1/2/2023 4:00,B_2,50.52316891
1/2/2023 6:00,B_2,53.66218236
1/2/2023 7:00,B_2,58.14648729
1/2/2023 8:00,B_2,58.44544096
1/2/2023 9:00,B_2,62.92974589
1/2/2023 11:00,B_2,54.85799701
1/2/2023 12:00,B_2,53.81165919
1/2/2023 13:00,B_2,58.14648729
1/2/2023 14:00,B_2,56.35276532
1/2/2023 15:00,B_2,57.24962631
1/2/2023 16:00,B_2,57.10014948
1/2/2023 18:00,B_2,59.64125561
1/2/2023 19:00,B_2,57.39910314
1/2/2023 22:00,B_2,65.17189836
1/2/2023 23:00,B_2,61.28550075
1/3/2023 0:00,B_2,56.05381166
1/3/2023 1:00,B_2,52.31689088
1/3/2023 2:00,B_2,52.16741405
1/3/2023 3:00,B_2,51.4200299
1/3/2023 4:00,B_2,51.56950673
1/3/2023 5:00,B_2,52.46636771
1/3/2023 6:00,B_2,51.4200299
1/3/2023 7:00,B_2,54.26008969
1/3/2023 9:00,B_2,56.80119581
1/3/2023 10:00,B_2,57.39910314
1/3/2023 11:00,B_2,58.14648729
1/3/2023 12:00,B_2,56.05381166
1/3/2023 13:00,B_2,58.14648729
1/3/2023 14:00,B_2,56.50224215
1/3/2023 15:00,B_2,54.55904335
1/3/2023 17:00,B_2,58.29596413
1/3/2023 18:00,B_2,59.34230194
1/3/2023 20:00,B_2,59.49177877
1/3/2023 21:00,B_2,60.98654709
1/3/2023 23:00,B_2,68.60986547
1/4/2023 0:00,B_2,65.32137519
1/4/2023 1:00,B_2,58.44544096
1/4/2023 2:00,B_2,55.00747384
1/4/2023 3:00,B_2,55.3064275
1/4/2023 5:00,B_2,50.22421525
1/4/2023 6:00,B_2,50.22421525
1/4/2023 7:00,B_2,52.31689088
1/4/2023 8:00,B_2,54.85799701
1/4/2023 9:00,B_2,57.39910314
1/4/2023 10:00,B_2,55.60538117
1/4/2023 13:00,B_2,55.60538117
1/4/2023 14:00,B_2,54.70852018
1/4/2023 15:00,B_2,53.81165919
1/4/2023 16:00,B_2,56.80119581
1/4/2023 18:00,B_2,57.10014948
1/4/2023 19:00,B_2,56.80119581
1/4/2023 20:00,B_2,58.14648729
1/4/2023 21:00,B_2,62.4813154
1/4/2023 22:00,B_2,61.58445441
1/5/2023 1:00,B_2,53.96113602
1/5/2023 2:00,B_2,52.01793722
1/5/2023 3:00,B_2,51.4200299
1/5/2023 11:00,B_2,55.45590433
1/5/2023 12:00,B_2,54.55904335
1/5/2023 13:00,B_2,55.15695067
1/5/2023 16:00,B_2,56.95067265
1/5/2023 17:00,B_2,58.44544096
1/5/2023 18:00,B_2,62.92974589
1/5/2023 19:00,B_2,59.34230194
1/5/2023 21:00,B_2,63.22869955
1/5/2023 23:00,B_2,60.23916293
1/6/2023 0:00,B_2,56.20328849
1/6/2023 5:00,B_2,49.92526158
1/6/2023 6:00,B_2,51.56950673
1/6/2023 7:00,B_2,56.35276532
1/6/2023 9:00,B_2,55.00747384
1/6/2023 10:00,B_2,54.85799701
1/6/2023 11:00,B_2,55.45590433
1/6/2023 15:00,B_2,55.90433483
1/6/2023 16:00,B_2,56.05381166
1/6/2023 17:00,B_2,59.04334828
1/6/2023 18:00,B_2,63.07922272
1/6/2023 20:00,B_2,60.83707025
1/6/2023 22:00,B_2,62.92974589
1/7/2023 9:00,B_2,55.45590433
1/7/2023 10:00,B_2,57.10014948
1/7/2023 15:00,B_2,55.3064275
1/7/2023 17:00,B_2,59.04334828
1/7/2023 23:00,B_2,60.83707025
1/1/2023 1:00,B_3,27.35426009
1/1/2023 2:00,B_3,22.86995516
1/1/2023 3:00,B_3,21.52466368
1/1/2023 4:00,B_3,20.92675635
1/1/2023 5:00,B_3,20.1793722
1/1/2023 6:00,B_3,26.60687593
1/1/2023 7:00,B_3,41.10612855
1/1/2023 9:00,B_3,34.82810164
1/1/2023 10:00,B_3,32.73542601
1/1/2023 11:00,B_3,30.49327354
1/1/2023 12:00,B_3,31.68908819
1/1/2023 13:00,B_3,32.43647235
1/1/2023 14:00,B_3,31.2406577
1/1/2023 16:00,B_3,41.85351271
1/1/2023 19:00,B_3,47.23467862
1/1/2023 20:00,B_3,40.65769806
1/1/2023 21:00,B_3,46.18834081
1/1/2023 23:00,B_3,47.98206278
1/2/2023 1:00,B_3,29.14798206
1/2/2023 5:00,B_3,20.1793722
1/2/2023 6:00,B_3,24.5142003
1/2/2023 7:00,B_3,42.75037369
1/2/2023 8:00,B_3,47.98206278
1/2/2023 10:00,B_3,36.02391629
1/2/2023 12:00,B_3,33.93124066
1/2/2023 13:00,B_3,32.58594918
1/2/2023 14:00,B_3,34.37967115
1/2/2023 17:00,B_3,47.68310912
1/2/2023 18:00,B_3,54.11061286
1/2/2023 19:00,B_3,48.28101644
1/2/2023 20:00,B_3,41.85351271
1/2/2023 21:00,B_3,44.09566517
1/2/2023 23:00,B_3,43.79671151
1/3/2023 0:00,B_3,34.23019432
1/3/2023 1:00,B_3,29.44693572
1/3/2023 2:00,B_3,24.81315396
1/3/2023 3:00,B_3,24.06576981
1/3/2023 6:00,B_3,23.61733931
1/3/2023 7:00,B_3,29.59641256
1/3/2023 9:00,B_3,35.5754858
1/3/2023 10:00,B_3,35.72496263
1/3/2023 11:00,B_3,36.92077728
1/3/2023 12:00,B_3,37.21973094
1/3/2023 13:00,B_3,37.07025411
1/3/2023 14:00,B_3,37.9671151
1/3/2023 15:00,B_3,39.46188341
1/3/2023 16:00,B_3,44.39461883
1/3/2023 17:00,B_3,54.11061286
1/3/2023 18:00,B_3,53.81165919
1/3/2023 19:00,B_3,44.84304933
1/3/2023 21:00,B_3,49.47683109
1/3/2023 23:00,B_3,49.62630792
1/4/2023 1:00,B_3,27.95216741
1/4/2023 2:00,B_3,24.81315396
1/4/2023 6:00,B_3,20.02989537
1/4/2023 7:00,B_3,25.41106129
1/4/2023 8:00,B_3,27.20478326
1/4/2023 10:00,B_3,31.98804185
1/4/2023 11:00,B_3,35.12705531
1/4/2023 12:00,B_3,37.81763827
1/4/2023 14:00,B_3,37.21973094
1/4/2023 15:00,B_3,40.65769806
1/4/2023 16:00,B_3,38.11659193
1/4/2023 18:00,B_3,39.76083707
1/4/2023 19:00,B_3,38.41554559
1/4/2023 21:00,B_3,46.78624813
1/4/2023 22:00,B_3,49.0284006
1/4/2023 23:00,B_3,46.78624813
1/5/2023 0:00,B_3,37.9671151
1/5/2023 1:00,B_3,33.632287
1/5/2023 3:00,B_3,21.07623318
1/5/2023 10:00,B_3,31.09118087
1/5/2023 11:00,B_3,29.44693572
1/5/2023 12:00,B_3,29.59641256
1/5/2023 13:00,B_3,31.83856502
1/5/2023 17:00,B_3,44.6935725
1/5/2023 18:00,B_3,55.15695067
1/5/2023 19:00,B_3,50.07473842
1/5/2023 20:00,B_3,41.40508221
1/5/2023 21:00,B_3,44.84304933
1/6/2023 0:00,B_3,30.34379671
1/6/2023 3:00,B_3,20.1793722
1/6/2023 4:00,B_3,18.08669656
1/6/2023 5:00,B_3,18.53512706
1/6/2023 6:00,B_3,23.61733931
1/6/2023 7:00,B_3,38.11659193
1/6/2023 9:00,B_3,35.87443946
1/6/2023 11:00,B_3,29.74588939
1/6/2023 15:00,B_3,31.09118087
1/6/2023 17:00,B_3,43.19880419
1/6/2023 19:00,B_3,50.37369208
1/6/2023 20:00,B_3,38.56502242
1/6/2023 22:00,B_3,46.93572496
1/7/2023 6:00,B_3,24.36472347
1/7/2023 9:00,B_3,32.28699552
1/7/2023 10:00,B_3,30.19431988
1/7/2023 15:00,B_3,30.04484305
1/7/2023 17:00,B_3,40.95665172
1/7/2023 23:00,B_3,43.94618834
1/1/2023 1:00,B_4,17.7877429
1/1/2023 2:00,B_4,16.44245142
1/1/2023 3:00,B_4,16.74140508
1/1/2023 5:00,B_4,16.59192825
1/1/2023 6:00,B_4,19.13303438
1/1/2023 7:00,B_4,26.30792227
1/1/2023 8:00,B_4,27.65321375
1/1/2023 9:00,B_4,23.16890882
1/1/2023 10:00,B_4,23.01943199
1/1/2023 11:00,B_4,22.42152466
1/1/2023 12:00,B_4,21.07623318
1/1/2023 13:00,B_4,21.52466368
1/1/2023 14:00,B_4,23.01943199
1/1/2023 16:00,B_4,27.65321375
1/1/2023 17:00,B_4,27.80269058
1/1/2023 18:00,B_4,30.7922272
1/1/2023 20:00,B_4,23.61733931
1/1/2023 21:00,B_4,24.66367713
1/1/2023 22:00,B_4,25.56053812
1/1/2023 23:00,B_4,23.01943199
1/2/2023 0:00,B_4,20.32884903
1/2/2023 1:00,B_4,18.53512706
1/2/2023 2:00,B_4,17.48878924
1/2/2023 4:00,B_4,16.89088191
1/2/2023 6:00,B_4,20.02989537
1/2/2023 7:00,B_4,26.30792227
1/2/2023 10:00,B_4,22.86995516
1/2/2023 12:00,B_4,21.52466368
1/2/2023 14:00,B_4,22.42152466
1/2/2023 15:00,B_4,22.86995516
1/2/2023 16:00,B_4,22.86995516
1/2/2023 17:00,B_4,27.05530643
1/2/2023 18:00,B_4,29.44693572
1/2/2023 20:00,B_4,24.36472347
1/2/2023 21:00,B_4,24.66367713
1/2/2023 22:00,B_4,28.25112108
1/2/2023 23:00,B_4,23.91629297
1/3/2023 0:00,B_4,21.07623318
1/3/2023 1:00,B_4,18.23617339
1/3/2023 2:00,B_4,17.18983558
1/3/2023 3:00,B_4,16.89088191
1/3/2023 6:00,B_4,18.83408072
1/3/2023 7:00,B_4,20.92675635
1/3/2023 9:00,B_4,23.16890882
1/3/2023 10:00,B_4,24.21524664
1/3/2023 11:00,B_4,23.31838565
1/3/2023 12:00,B_4,23.16890882
1/3/2023 13:00,B_4,24.06576981
1/3/2023 14:00,B_4,22.72047833
1/3/2023 15:00,B_4,22.86995516
1/3/2023 16:00,B_4,25.11210762
1/3/2023 17:00,B_4,26.15844544
1/3/2023 18:00,B_4,27.50373692
1/3/2023 19:00,B_4,24.5142003
1/3/2023 20:00,B_4,24.36472347
1/3/2023 22:00,B_4,26.9058296
1/3/2023 23:00,B_4,26.30792227
1/4/2023 0:00,B_4,21.82361734
1/4/2023 1:00,B_4,19.88041854
1/4/2023 2:00,B_4,17.93721973
1/4/2023 3:00,B_4,17.7877429
1/4/2023 5:00,B_4,16.74140508
1/4/2023 6:00,B_4,16.89088191
1/4/2023 7:00,B_4,18.23617339
1/4/2023 10:00,B_4,21.37518685
1/4/2023 11:00,B_4,22.27204783
1/4/2023 12:00,B_4,22.86995516
1/4/2023 13:00,B_4,23.01943199
1/4/2023 14:00,B_4,22.57100149
1/4/2023 15:00,B_4,22.27204783
1/4/2023 16:00,B_4,22.86995516
1/4/2023 17:00,B_4,24.06576981
1/4/2023 18:00,B_4,24.81315396
1/4/2023 19:00,B_4,23.16890882
1/4/2023 20:00,B_4,23.76681614
1/4/2023 21:00,B_4,25.71001495
1/4/2023 22:00,B_4,25.41106129
1/4/2023 23:00,B_4,22.122571
1/5/2023 0:00,B_4,19.7309417
1/5/2023 1:00,B_4,18.38565022
1/5/2023 2:00,B_4,17.33931241
1/5/2023 3:00,B_4,17.04035874
1/5/2023 6:00,B_4,18.98355755
1/5/2023 10:00,B_4,22.72047833
1/5/2023 11:00,B_4,21.07623318
1/5/2023 12:00,B_4,20.92675635
1/5/2023 13:00,B_4,21.07623318
1/5/2023 16:00,B_4,24.06576981
1/5/2023 17:00,B_4,25.71001495
1/5/2023 18:00,B_4,30.64275037
1/5/2023 19:00,B_4,28.69955157
1/5/2023 23:00,B_4,22.57100149
1/6/2023 0:00,B_4,18.83408072
1/6/2023 5:00,B_4,16.59192825
1/6/2023 6:00,B_4,18.68460389
1/6/2023 7:00,B_4,24.5142003
1/6/2023 9:00,B_4,22.42152466
1/6/2023 10:00,B_4,21.52466368
1/6/2023 11:00,B_4,20.77727952
1/6/2023 15:00,B_4,20.77727952
1/6/2023 16:00,B_4,21.97309417
1/6/2023 20:00,B_4,23.16890882
1/6/2023 22:00,B_4,25.11210762
1/7/2023 9:00,B_4,22.42152466
1/7/2023 10:00,B_4,21.52466368
1/7/2023 15:00,B_4,20.62780269
1/7/2023 17:00,B_4,25.41106129
1/7/2023 23:00,B_4,22.122571
1/1/2023 1:00,B_5,21.82361734
1/1/2023 2:00,B_5,21.67414051
1/1/2023 3:00,B_5,22.122571
1/1/2023 4:00,B_5,21.37518685
1/1/2023 5:00,B_5,21.22571001
1/1/2023 6:00,B_5,21.37518685
1/1/2023 7:00,B_5,21.82361734
1/1/2023 8:00,B_5,21.82361734
1/1/2023 9:00,B_5,21.97309417
1/1/2023 10:00,B_5,22.122571
1/1/2023 11:00,B_5,21.97309417
1/1/2023 12:00,B_5,22.122571
1/1/2023 13:00,B_5,22.122571
1/1/2023 14:00,B_5,22.122571
1/1/2023 15:00,B_5,21.97309417
1/1/2023 16:00,B_5,22.122571
1/1/2023 17:00,B_5,22.122571
1/1/2023 18:00,B_5,22.122571
1/1/2023 19:00,B_5,22.27204783
1/1/2023 20:00,B_5,21.97309417
1/1/2023 21:00,B_5,22.122571
1/1/2023 22:00,B_5,22.122571
1/1/2023 23:00,B_5,21.67414051
1/2/2023 0:00,B_5,21.82361734
1/2/2023 1:00,B_5,21.52466368
1/2/2023 2:00,B_5,21.52466368
1/2/2023 3:00,B_5,21.37518685
1/2/2023 4:00,B_5,21.37518685
1/2/2023 5:00,B_5,21.52466368
1/2/2023 6:00,B_5,21.52466368
1/2/2023 7:00,B_5,21.97309417
1/2/2023 8:00,B_5,22.42152466
1/2/2023 10:00,B_5,22.122571
1/2/2023 11:00,B_5,22.122571
1/2/2023 12:00,B_5,22.122571
1/2/2023 14:00,B_5,22.122571
1/2/2023 15:00,B_5,22.122571
1/2/2023 16:00,B_5,22.27204783
1/2/2023 18:00,B_5,23.01943199
1/2/2023 19:00,B_5,22.72047833
1/2/2023 20:00,B_5,22.72047833
1/2/2023 22:00,B_5,22.122571
1/2/2023 23:00,B_5,22.42152466
1/3/2023 0:00,B_5,21.52466368
1/3/2023 1:00,B_5,21.37518685
1/3/2023 2:00,B_5,21.37518685
1/3/2023 3:00,B_5,21.37518685
1/3/2023 4:00,B_5,21.22571001
1/3/2023 5:00,B_5,21.37518685
1/3/2023 6:00,B_5,21.37518685
1/3/2023 7:00,B_5,21.67414051
1/3/2023 8:00,B_5,21.82361734
1/3/2023 9:00,B_5,21.82361734
1/3/2023 10:00,B_5,21.97309417
1/3/2023 11:00,B_5,22.122571
1/3/2023 12:00,B_5,22.122571
1/3/2023 14:00,B_5,21.97309417
1/3/2023 16:00,B_5,22.27204783
1/3/2023 17:00,B_5,22.27204783
1/3/2023 18:00,B_5,22.27204783
1/3/2023 19:00,B_5,21.82361734
1/3/2023 20:00,B_5,22.122571
1/3/2023 23:00,B_5,21.97309417
1/4/2023 0:00,B_5,21.82361734
1/4/2023 2:00,B_5,21.37518685
1/4/2023 3:00,B_5,21.37518685
1/4/2023 5:00,B_5,21.37518685
1/4/2023 6:00,B_5,21.37518685
1/4/2023 7:00,B_5,21.52466368
1/4/2023 8:00,B_5,21.67414051
1/4/2023 9:00,B_5,21.97309417
1/4/2023 11:00,B_5,22.122571
1/4/2023 12:00,B_5,22.27204783
1/4/2023 13:00,B_5,22.27204783
1/4/2023 15:00,B_5,22.86995516
1/4/2023 16:00,B_5,22.42152466
1/4/2023 17:00,B_5,22.27204783
1/4/2023 18:00,B_5,22.72047833
1/4/2023 19:00,B_5,23.16890882
1/4/2023 21:00,B_5,22.27204783
1/4/2023 22:00,B_5,22.122571
1/4/2023 23:00,B_5,21.97309417
1/5/2023 1:00,B_5,22.57100149
1/5/2023 3:00,B_5,21.97309417
1/5/2023 6:00,B_5,21.82361734
1/5/2023 10:00,B_5,22.122571
1/5/2023 12:00,B_5,22.122571
1/5/2023 13:00,B_5,21.97309417
1/5/2023 16:00,B_5,22.42152466
1/5/2023 17:00,B_5,22.27204783
1/5/2023 18:00,B_5,22.42152466
1/5/2023 19:00,B_5,22.27204783
1/5/2023 23:00,B_5,21.52466368
1/6/2023 0:00,B_5,21.52466368
1/6/2023 3:00,B_5,21.22571001
1/6/2023 4:00,B_5,21.07623318
1/6/2023 5:00,B_5,21.07623318
1/6/2023 10:00,B_5,21.67414051
1/6/2023 11:00,B_5,21.82361734
1/6/2023 15:00,B_5,21.82361734
1/6/2023 16:00,B_5,21.82361734
1/6/2023 17:00,B_5,21.82361734
1/6/2023 19:00,B_5,22.27204783
1/6/2023 22:00,B_5,21.82361734
1/7/2023 6:00,B_5,21.07623318
1/7/2023 9:00,B_5,21.82361734
1/7/2023 10:00,B_5,21.52466368
1/7/2023 17:00,B_5,21.67414051
1/7/2023 23:00,B_5,21.97309417
1/1/2023 3:00,B_6,21.97309417
1/1/2023 4:00,B_6,21.67414051
1/1/2023 5:00,B_6,22.72047833
1/1/2023 6:00,B_6,23.31838565
1/1/2023 7:00,B_6,28.55007474
1/1/2023 8:00,B_6,31.53961136
1/1/2023 9:00,B_6,27.20478326
1/1/2023 10:00,B_6,25.41106129
1/1/2023 11:00,B_6,25.11210762
1/1/2023 12:00,B_6,25.11210762
1/1/2023 13:00,B_6,25.26158445
1/1/2023 14:00,B_6,25.11210762
1/1/2023 16:00,B_6,25.26158445
1/1/2023 17:00,B_6,30.64275037
1/1/2023 18:00,B_6,32.88490284
1/1/2023 19:00,B_6,29.14798206
1/1/2023 20:00,B_6,27.05530643
1/1/2023 21:00,B_6,29.14798206
1/1/2023 22:00,B_6,29.14798206
1/1/2023 23:00,B_6,27.95216741
1/2/2023 1:00,B_6,24.36472347
1/2/2023 2:00,B_6,22.122571
1/2/2023 3:00,B_6,21.97309417
1/2/2023 4:00,B_6,21.97309417
1/2/2023 5:00,B_6,22.122571
1/2/2023 6:00,B_6,24.06576981
1/2/2023 7:00,B_6,28.69955157
